family,gotript,gobookt,numiworks,stayviaowner,TOTAL
OTHER: hotels/rooftop-bar-hotels-in-ushuaia,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-valencia,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-vancouver,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-varanasi,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-venice,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-verona,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-victoria-falls,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-vienna,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-warsaw,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-washington-dc,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-wellington,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-wengen,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-whistler,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-yogyakarta,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-zanzibar,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-zermatt,0,1,0,0,1
OTHER: hotels/rooftop-bar-hotels-in-zurich,0,1,0,0,1
OTHER: hotels/ski-hotels-in-auckland,0,1,0,0,1
OTHER: hotels/ski-hotels-in-banff,0,1,0,0,1
OTHER: hotels/ski-hotels-in-denver,0,1,0,0,1
OTHER: hotels/ski-hotels-in-geneva,0,1,0,0,1
OTHER: hotels/ski-hotels-in-grindelwald,0,1,0,0,1
OTHER: hotels/ski-hotels-in-hallstatt,0,1,0,0,1
OTHER: hotels/ski-hotels-in-interlaken,0,1,0,0,1
OTHER: hotels/ski-hotels-in-lake-bled,0,1,0,0,1
OTHER: hotels/ski-hotels-in-lake-como,0,1,0,0,1
OTHER: hotels/ski-hotels-in-lauterbrunnen,0,1,0,0,1
OTHER: hotels/ski-hotels-in-lucerne,0,1,0,0,1
OTHER: hotels/ski-hotels-in-lugano,0,1,0,0,1
OTHER: hotels/ski-hotels-in-montreux,0,1,0,0,1
OTHER: hotels/ski-hotels-in-murren,0,1,0,0,1
OTHER: hotels/ski-hotels-in-queenstown,0,1,0,0,1
OTHER: hotels/ski-hotels-in-reykjavik,0,1,0,0,1
OTHER: hotels/ski-hotels-in-salzburg,0,1,0,0,1
OTHER: hotels/ski-hotels-in-sapporo,0,1,0,0,1
OTHER: hotels/ski-hotels-in-st-moritz,0,1,0,0,1
OTHER: hotels/ski-hotels-in-wengen,0,1,0,0,1
OTHER: hotels/ski-hotels-in-whistler,0,1,0,0,1
OTHER: hotels/ski-hotels-in-zermatt,0,1,0,0,1
OTHER: hotels/ski-hotels-in-zurich,0,1,0,0,1
OTHER: hotels/spa-hotels-in-abu-dhabi,0,1,0,0,1
OTHER: hotels/spa-hotels-in-agra,0,1,0,0,1
OTHER: hotels/spa-hotels-in-amman,0,1,0,0,1
OTHER: hotels/spa-hotels-in-amsterdam,0,1,0,0,1
OTHER: hotels/spa-hotels-in-antwerp,0,1,0,0,1
OTHER: hotels/spa-hotels-in-athens,0,1,0,0,1
OTHER: hotels/spa-hotels-in-auckland,0,1,0,0,1
OTHER: hotels/spa-hotels-in-austin,0,1,0,0,1
OTHER: hotels/spa-hotels-in-bali,0,1,0,0,1
OTHER: hotels/spa-hotels-in-banff,0,1,0,0,1
OTHER: hotels/spa-hotels-in-bangkok,0,1,0,0,1
OTHER: hotels/spa-hotels-in-barcelona,0,1,0,0,1
OTHER: hotels/spa-hotels-in-basel,0,1,0,0,1
OTHER: hotels/spa-hotels-in-beijing,0,1,0,0,1
OTHER: hotels/spa-hotels-in-bergen,0,1,0,0,1
OTHER: hotels/spa-hotels-in-berlin,0,1,0,0,1
OTHER: hotels/spa-hotels-in-bern,0,1,0,0,1
OTHER: hotels/spa-hotels-in-blue-ridge,0,1,0,0,1
OTHER: hotels/spa-hotels-in-bogota,0,1,0,0,1
OTHER: hotels/spa-hotels-in-bologna,0,1,0,0,1
OTHER: hotels/spa-hotels-in-bora-bora,0,1,0,0,1
OTHER: hotels/spa-hotels-in-boracay,0,1,0,0,1
OTHER: hotels/spa-hotels-in-bordeaux,0,1,0,0,1
OTHER: hotels/spa-hotels-in-boston,0,1,0,0,1
OTHER: hotels/spa-hotels-in-brisbane,0,1,0,0,1
OTHER: hotels/spa-hotels-in-broken-bow,0,1,0,0,1
OTHER: hotels/spa-hotels-in-bruges,0,1,0,0,1
OTHER: hotels/spa-hotels-in-brussels,0,1,0,0,1
OTHER: hotels/spa-hotels-in-bucharest,0,1,0,0,1
OTHER: hotels/spa-hotels-in-budapest,0,1,0,0,1
OTHER: hotels/spa-hotels-in-buenos-aires,0,1,0,0,1
OTHER: hotels/spa-hotels-in-busan,0,1,0,0,1
OTHER: hotels/spa-hotels-in-cabo-san-lucas,0,1,0,0,1
OTHER: hotels/spa-hotels-in-cairns,0,1,0,0,1
OTHER: hotels/spa-hotels-in-cairo,0,1,0,0,1
OTHER: hotels/spa-hotels-in-cancun,0,1,0,0,1
OTHER: hotels/spa-hotels-in-cape-town,0,1,0,0,1
OTHER: hotels/spa-hotels-in-cappadocia,0,1,0,0,1
OTHER: hotels/spa-hotels-in-cartagena,0,1,0,0,1
OTHER: hotels/spa-hotels-in-casablanca,0,1,0,0,1
OTHER: hotels/spa-hotels-in-cebu,0,1,0,0,1
OTHER: hotels/spa-hotels-in-charleston,0,1,0,0,1
OTHER: hotels/spa-hotels-in-chefchaouen,0,1,0,0,1
OTHER: hotels/spa-hotels-in-chiang-mai,0,1,0,0,1
OTHER: hotels/spa-hotels-in-chicago,0,1,0,0,1
OTHER: hotels/spa-hotels-in-cinque-terre,0,1,0,0,1
OTHER: hotels/spa-hotels-in-cologne,0,1,0,0,1
OTHER: hotels/spa-hotels-in-colombo,0,1,0,0,1
OTHER: hotels/spa-hotels-in-copenhagen,0,1,0,0,1
OTHER: hotels/spa-hotels-in-corfu,0,1,0,0,1
OTHER: hotels/spa-hotels-in-crete,0,1,0,0,1
OTHER: hotels/spa-hotels-in-cusco,0,1,0,0,1
OTHER: hotels/spa-hotels-in-da-nang,0,1,0,0,1
OTHER: hotels/spa-hotels-in-delhi,0,1,0,0,1
OTHER: hotels/spa-hotels-in-denver,0,1,0,0,1
OTHER: hotels/spa-hotels-in-destin,0,1,0,0,1
OTHER: hotels/spa-hotels-in-doha,0,1,0,0,1
OTHER: hotels/spa-hotels-in-dubai,0,1,0,0,1
OTHER: hotels/spa-hotels-in-dublin,0,1,0,0,1
OTHER: hotels/spa-hotels-in-dubrovnik,0,1,0,0,1
OTHER: hotels/spa-hotels-in-edinburgh,0,1,0,0,1
OTHER: hotels/spa-hotels-in-el-nido,0,1,0,0,1
OTHER: hotels/spa-hotels-in-fes,0,1,0,0,1
OTHER: hotels/spa-hotels-in-florence,0,1,0,0,1
OTHER: hotels/spa-hotels-in-fukuoka,0,1,0,0,1
OTHER: hotels/spa-hotels-in-gatlinburg,0,1,0,0,1
OTHER: hotels/spa-hotels-in-geneva,0,1,0,0,1
OTHER: hotels/spa-hotels-in-goa,0,1,0,0,1
OTHER: hotels/spa-hotels-in-gold-coast,0,1,0,0,1
OTHER: hotels/spa-hotels-in-granada,0,1,0,0,1
OTHER: hotels/spa-hotels-in-grindelwald,0,1,0,0,1
OTHER: hotels/spa-hotels-in-hakone,0,1,0,0,1
OTHER: hotels/spa-hotels-in-hallstatt,0,1,0,0,1
OTHER: hotels/spa-hotels-in-hamburg,0,1,0,0,1
OTHER: hotels/spa-hotels-in-hanoi,0,1,0,0,1
OTHER: hotels/spa-hotels-in-havana,0,1,0,0,1
OTHER: hotels/spa-hotels-in-helsinki,0,1,0,0,1
OTHER: hotels/spa-hotels-in-hiroshima,0,1,0,0,1
OTHER: hotels/spa-hotels-in-ho-chi-minh-city,0,1,0,0,1
OTHER: hotels/spa-hotels-in-hoi-an,0,1,0,0,1
OTHER: hotels/spa-hotels-in-hong-kong,0,1,0,0,1
OTHER: hotels/spa-hotels-in-honolulu,0,1,0,0,1
OTHER: hotels/spa-hotels-in-hue,0,1,0,0,1
OTHER: hotels/spa-hotels-in-ibiza,0,1,0,0,1
OTHER: hotels/spa-hotels-in-innsbruck,0,1,0,0,1
OTHER: hotels/spa-hotels-in-interlaken,0,1,0,0,1
OTHER: hotels/spa-hotels-in-istanbul,0,1,0,0,1
OTHER: hotels/spa-hotels-in-jaipur,0,1,0,0,1
OTHER: hotels/spa-hotels-in-jeju,0,1,0,0,1
OTHER: hotels/spa-hotels-in-jodhpur,0,1,0,0,1
OTHER: hotels/spa-hotels-in-johannesburg,0,1,0,0,1
OTHER: hotels/spa-hotels-in-kanazawa,0,1,0,0,1
OTHER: hotels/spa-hotels-in-kandy,0,1,0,0,1
OTHER: hotels/spa-hotels-in-kathmandu,0,1,0,0,1
OTHER: hotels/spa-hotels-in-koh-samui,0,1,0,0,1
OTHER: hotels/spa-hotels-in-krabi,0,1,0,0,1
OTHER: hotels/spa-hotels-in-krakow,0,1,0,0,1
OTHER: hotels/spa-hotels-in-kuala-lumpur,0,1,0,0,1
OTHER: hotels/spa-hotels-in-kyoto,0,1,0,0,1
OTHER: hotels/spa-hotels-in-lake-bled,0,1,0,0,1
OTHER: hotels/spa-hotels-in-lake-como,0,1,0,0,1
OTHER: hotels/spa-hotels-in-lake-tahoe,0,1,0,0,1
OTHER: hotels/spa-hotels-in-langkawi,0,1,0,0,1
OTHER: hotels/spa-hotels-in-las-vegas,0,1,0,0,1
OTHER: hotels/spa-hotels-in-lauterbrunnen,0,1,0,0,1
OTHER: hotels/spa-hotels-in-lima,0,1,0,0,1
OTHER: hotels/spa-hotels-in-lisbon,0,1,0,0,1
OTHER: hotels/spa-hotels-in-london,0,1,0,0,1
OTHER: hotels/spa-hotels-in-los-angeles,0,1,0,0,1
OTHER: hotels/spa-hotels-in-luang-prabang,0,1,0,0,1
OTHER: hotels/spa-hotels-in-lucerne,0,1,0,0,1
OTHER: hotels/spa-hotels-in-lugano,0,1,0,0,1
OTHER: hotels/spa-hotels-in-luxor,0,1,0,0,1
OTHER: hotels/spa-hotels-in-lyon,0,1,0,0,1
OTHER: hotels/spa-hotels-in-madeira,0,1,0,0,1
OTHER: hotels/spa-hotels-in-madrid,0,1,0,0,1
OTHER: hotels/spa-hotels-in-malaga,0,1,0,0,1
OTHER: hotels/spa-hotels-in-maldives,0,1,0,0,1
OTHER: hotels/spa-hotels-in-mallorca,0,1,0,0,1
OTHER: hotels/spa-hotels-in-manila,0,1,0,0,1
OTHER: hotels/spa-hotels-in-marrakech,0,1,0,0,1
OTHER: hotels/spa-hotels-in-marseille,0,1,0,0,1
OTHER: hotels/spa-hotels-in-matera,0,1,0,0,1
OTHER: hotels/spa-hotels-in-maui,0,1,0,0,1
OTHER: hotels/spa-hotels-in-mauritius,0,1,0,0,1
OTHER: hotels/spa-hotels-in-medellin,0,1,0,0,1
OTHER: hotels/spa-hotels-in-melbourne,0,1,0,0,1
OTHER: hotels/spa-hotels-in-merida,0,1,0,0,1
OTHER: hotels/spa-hotels-in-mexico-city,0,1,0,0,1
OTHER: hotels/spa-hotels-in-miami,0,1,0,0,1
OTHER: hotels/spa-hotels-in-milan,0,1,0,0,1
OTHER: hotels/spa-hotels-in-montreal,0,1,0,0,1
OTHER: hotels/spa-hotels-in-montreux,0,1,0,0,1
OTHER: hotels/spa-hotels-in-mumbai,0,1,0,0,1
OTHER: hotels/spa-hotels-in-munich,0,1,0,0,1
OTHER: hotels/spa-hotels-in-murren,0,1,0,0,1
OTHER: hotels/spa-hotels-in-muscat,0,1,0,0,1
OTHER: hotels/spa-hotels-in-mykonos,0,1,0,0,1
OTHER: hotels/spa-hotels-in-myrtle-beach,0,1,0,0,1
OTHER: hotels/spa-hotels-in-nadi,0,1,0,0,1
OTHER: hotels/spa-hotels-in-nairobi,0,1,0,0,1
OTHER: hotels/spa-hotels-in-naples,0,1,0,0,1
OTHER: hotels/spa-hotels-in-nara,0,1,0,0,1
OTHER: hotels/spa-hotels-in-nashville,0,1,0,0,1
OTHER: hotels/spa-hotels-in-new-orleans,0,1,0,0,1
OTHER: hotels/spa-hotels-in-new-york,0,1,0,0,1
OTHER: hotels/spa-hotels-in-nice,0,1,0,0,1
OTHER: hotels/spa-hotels-in-oaxaca,0,1,0,0,1
OTHER: hotels/spa-hotels-in-okinawa,0,1,0,0,1
OTHER: hotels/spa-hotels-in-orlando,0,1,0,0,1
OTHER: hotels/spa-hotels-in-osaka,0,1,0,0,1
OTHER: hotels/spa-hotels-in-oslo,0,1,0,0,1
OTHER: hotels/spa-hotels-in-outer-banks,0,1,0,0,1
OTHER: hotels/spa-hotels-in-palermo,0,1,0,0,1
OTHER: hotels/spa-hotels-in-palm-springs,0,1,0,0,1
OTHER: hotels/spa-hotels-in-panama-city,0,1,0,0,1
OTHER: hotels/spa-hotels-in-paris,0,1,0,0,1
OTHER: hotels/spa-hotels-in-pattaya,0,1,0,0,1
OTHER: hotels/spa-hotels-in-penang,0,1,0,0,1
OTHER: hotels/spa-hotels-in-perth,0,1,0,0,1
OTHER: hotels/spa-hotels-in-petra,0,1,0,0,1
OTHER: hotels/spa-hotels-in-phuket,0,1,0,0,1
OTHER: hotels/spa-hotels-in-playa-del-carmen,0,1,0,0,1
OTHER: hotels/spa-hotels-in-pokhara,0,1,0,0,1
OTHER: hotels/spa-hotels-in-porto,0,1,0,0,1
OTHER: hotels/spa-hotels-in-positano,0,1,0,0,1
OTHER: hotels/spa-hotels-in-prague,0,1,0,0,1
OTHER: hotels/spa-hotels-in-puerto-vallarta,0,1,0,0,1
OTHER: hotels/spa-hotels-in-quebec-city,0,1,0,0,1
OTHER: hotels/spa-hotels-in-queenstown,0,1,0,0,1
OTHER: hotels/spa-hotels-in-quito,0,1,0,0,1
OTHER: hotels/spa-hotels-in-reykjavik,0,1,0,0,1
OTHER: hotels/spa-hotels-in-rhodes,0,1,0,0,1
OTHER: hotels/spa-hotels-in-rio-de-janeiro,0,1,0,0,1
OTHER: hotels/spa-hotels-in-rome,0,1,0,0,1
OTHER: hotels/spa-hotels-in-salzburg,0,1,0,0,1
OTHER: hotels/spa-hotels-in-san-diego,0,1,0,0,1
OTHER: hotels/spa-hotels-in-san-francisco,0,1,0,0,1
OTHER: hotels/spa-hotels-in-san-juan,0,1,0,0,1
OTHER: hotels/spa-hotels-in-san-miguel-de-allende,0,1,0,0,1
OTHER: hotels/spa-hotels-in-san-sebastian,0,1,0,0,1
OTHER: hotels/spa-hotels-in-santiago,0,1,0,0,1
OTHER: hotels/spa-hotels-in-santorini,0,1,0,0,1
OTHER: hotels/spa-hotels-in-sapporo,0,1,0,0,1
OTHER: hotels/spa-hotels-in-savannah,0,1,0,0,1
OTHER: hotels/spa-hotels-in-scottsdale,0,1,0,0,1
OTHER: hotels/spa-hotels-in-seattle,0,1,0,0,1
OTHER: hotels/spa-hotels-in-seoul,0,1,0,0,1
OTHER: hotels/spa-hotels-in-seville,0,1,0,0,1
OTHER: hotels/spa-hotels-in-shanghai,0,1,0,0,1
OTHER: hotels/spa-hotels-in-sharm-el-sheikh,0,1,0,0,1
OTHER: hotels/spa-hotels-in-siem-reap,0,1,0,0,1
OTHER: hotels/spa-hotels-in-singapore,0,1,0,0,1
OTHER: hotels/spa-hotels-in-sintra,0,1,0,0,1
OTHER: hotels/spa-hotels-in-sorrento,0,1,0,0,1
OTHER: hotels/spa-hotels-in-split,0,1,0,0,1
OTHER: hotels/spa-hotels-in-st-moritz,0,1,0,0,1
OTHER: hotels/spa-hotels-in-stockholm,0,1,0,0,1
OTHER: hotels/spa-hotels-in-strasbourg,0,1,0,0,1
OTHER: hotels/spa-hotels-in-sydney,0,1,0,0,1
OTHER: hotels/spa-hotels-in-taipei,0,1,0,0,1
OTHER: hotels/spa-hotels-in-tallinn,0,1,0,0,1
OTHER: hotels/spa-hotels-in-tel-aviv,0,1,0,0,1
OTHER: hotels/spa-hotels-in-texas-hill-country,0,1,0,0,1
OTHER: hotels/spa-hotels-in-tokyo,0,1,0,0,1
OTHER: hotels/spa-hotels-in-toronto,0,1,0,0,1
OTHER: hotels/spa-hotels-in-tulum,0,1,0,0,1
OTHER: hotels/spa-hotels-in-udaipur,0,1,0,0,1
OTHER: hotels/spa-hotels-in-ushuaia,0,1,0,0,1
OTHER: hotels/spa-hotels-in-valencia,0,1,0,0,1
OTHER: hotels/spa-hotels-in-vancouver,0,1,0,0,1
OTHER: hotels/spa-hotels-in-varanasi,0,1,0,0,1
OTHER: hotels/spa-hotels-in-venice,0,1,0,0,1
OTHER: hotels/spa-hotels-in-verona,0,1,0,0,1
OTHER: hotels/spa-hotels-in-victoria-falls,0,1,0,0,1
OTHER: hotels/spa-hotels-in-vienna,0,1,0,0,1
OTHER: hotels/spa-hotels-in-warsaw,0,1,0,0,1
OTHER: hotels/spa-hotels-in-washington-dc,0,1,0,0,1
OTHER: hotels/spa-hotels-in-wellington,0,1,0,0,1
OTHER: hotels/spa-hotels-in-wengen,0,1,0,0,1
OTHER: hotels/spa-hotels-in-whistler,0,1,0,0,1
OTHER: hotels/spa-hotels-in-yogyakarta,0,1,0,0,1
OTHER: hotels/spa-hotels-in-zanzibar,0,1,0,0,1
OTHER: hotels/spa-hotels-in-zermatt,0,1,0,0,1
OTHER: hotels/spa-hotels-in-zurich,0,1,0,0,1
OTHER: krakow-vs-prague,1,0,1,0,2
OTHER: kyoto-vs-osaka,1,0,1,0,2
OTHER: kyoto-vs-tokyo,1,0,1,0,2
OTHER: lake-houses,1,1,0,1,3
OTHER: las-vegas-vs-miami,1,0,1,0,2
OTHER: los-angeles-vs-new-york,1,0,1,0,2
OTHER: luxury-villas,1,1,0,1,3
OTHER: mansions,1,1,0,1,3
OTHER: mediterranean-cruises,1,0,0,0,1
OTHER: melbourne-vs-sydney,1,0,1,0,2
OTHER: miami-vs-new-orleans,1,0,1,0,2
OTHER: milan-vs-rome,1,0,1,0,2
OTHER: naples-vs-rome,1,0,1,0,2
OTHER: new-york-vs-san-francisco,1,0,1,0,2
OTHER: northern-europe-cruises,1,0,0,0,1
OTHER: osaka-vs-tokyo,1,0,1,0,2
OTHER: penthouses,1,1,0,1,3
OTHER: pet-friendly-villas,1,1,0,1,3
OTHER: private-pool-villas,1,1,0,1,3
OTHER: rome-vs-venice,1,0,1,0,2
OTHER: seoul-vs-tokyo,1,0,1,0,2
OTHER: ski-lodges,1,1,0,1,3
OTHER: villas,1,1,0,1,3
[static] about,1,1,1,1,4
[static] contact,1,1,1,1,4
[static] destinations,1,1,1,1,4
[static] plan,1,0,1,1,3
[static] privacy,1,1,1,1,4
[static] quiz,0,0,1,0,1
[static] terms,1,1,1,1,4
[static] trip-cost-estimator,0,0,1,0,1
airport-car-rental-in-{city},0,225,0,0,225
apartments-in-{city},0,225,0,225,450
attractions/{slug},0,0,10,0,10
bachelor-party-in-{city},225,0,225,0,450
bachelorette-party-in-{city},225,0,225,0,450
beach-hotels-in-{city},0,225,0,225,450
best-family-activities-in-{city},225,0,225,0,450
best-food-tours-in-{city},225,0,225,0,450
best-hotels-in-{city},0,225,0,225,450
best-time-to-visit-{city},215,0,0,0,215
boutique-hotels-in-{city},0,225,0,225,450
car-rentals-in-{city},0,225,0,0,225
celebrations/{occasion},2025,2025,2025,2025,8100
cheap-car-rental-in-{city},0,225,0,0,225
cheap-flights-to-{city},0,225,0,0,225
cheap-hotels-in-{city},0,225,0,225,450
day-trips-from-{city},225,0,225,0,450
destinations/{city},164,164,164,164,656
family-hotels-in-{city},0,225,0,225,450
first-time-in-{city},225,0,225,0,450
flights-to-{city},0,225,0,0,225
free-things-to-do-in-{city},225,225,0,0,450
girls-trip-in-{city},225,0,225,0,450
hidden-gems-in-{city},225,0,225,0,450
home,1,1,1,1,4
honeymoon-in-{city},225,0,225,0,450
hotels-in-{city},0,225,0,0,225
how-many-days-in-{city},225,0,225,0,450
is-{city}-worth-visiting,225,0,225,0,450
luxury-hotels-in-{city},0,225,0,225,450
luxury-travel-in-{city},225,0,225,0,450
most-instagrammable-places-in-{city},225,0,225,0,450
museums-in-{city},225,225,0,0,450
night-in-{city},225,0,225,0,450
pet-friendly-hotels-in-{city},0,225,0,225,450
private-tours-in-{city},0,0,225,0,225
rainy-day-in-{city},225,0,225,0,450
rentals/{category},0,0,0,3114,3114
solo-travel-in-{city},225,0,225,0,450
stays-near/{poi},0,949,949,949,2847
things-to-do-in-{city},0,0,225,0,225
top-attractions-in-{city},225,225,0,0,450
tours-in-{city},0,225,0,0,225
tours/{category},0,0,1874,0,1874
walking-tours-in-{city},0,0,225,0,225
weekend-in-{city},0,0,225,0,225
where-to-go-in-{month},12,0,0,0,12
where-to-stay-in-{city},0,159,0,0,159
{city}-airport-guide,225,0,225,0,450
{city}-bucket-list,225,0,225,0,450
{city}-budget-per-day,225,0,225,0,450
{city}-for-solo-female-travelers,225,0,225,0,450
{city}-weather-in-{month},2580,0,0,0,2580
{city}-with-kids,225,0,225,0,450
{city}-with-teens,225,0,225,0,450
{season}-in-{city},900,0,900,0,1800
